ts,fold,y_avg,y_peak,y_cls,pred_avg[A],pred_avg[G-과거전력],pred_avg[G-이동통계],pred_avg[G-시간정보],pred_avg[G-공정상태],pred_avg[G-생산정보],pred_avg[G-기상정보],pred_avg[L24],pred_avg[L48],pred_avg[L168],pred_avg[B+W],pred_avg[SA-all],pred_avg[SA-168],pred_avg[NULL-0],pred_avg[NULL-1],pred_avg[NULL-2],pred_avg[NULL-3],pred_avg[NULL-4],pred_avg[LOFO-y_avg_lag24],pred_avg[LOFO-y_avg_lag48],pred_avg[LOFO-y_avg_lag168],pred_avg[LOFO-y_peak_lag24],pred_avg[LOFO-y_peak_lag48],pred_avg[LOFO-y_peak_lag168],pred_avg[LOFO-roll24_avg_mean],pred_avg[LOFO-roll24_avg_max],pred_avg[LOFO-roll24_avg_std],pred_avg[LOFO-roll24_peak_max],pred_avg[LOFO-roll24_peak_cnt],pred_avg[LOFO-roll168_avg_mean],pred_avg[LOFO-roll168_avg_max],pred_avg[LOFO-roll168_avg_std],pred_avg[LOFO-roll168_peak_max],pred_avg[LOFO-roll168_peak_cnt],pred_avg[LOFO-hour],pred_avg[LOFO-dow],pred_avg[LOFO-month],pred_avg[LOFO-is_sat],pred_avg[LOFO-is_sun],pred_avg[LOFO-is_holiday],pred_avg[LOFO-hour_sin],pred_avg[LOFO-hour_cos],pred_avg[LOFO-dow_sin],pred_avg[LOFO-dow_cos],pred_avg[LOFO-is_daytime],pred_avg[LOFO-is_startup_08],pred_avg[LOFO-is_restart_13],pred_avg[LOFO-is_shutdown],pred_avg[LOFO-shutdown_nth],pred_avg[LOFO-is_first_day_back],pred_avg[LOFO-prev_day_shutdown],pred_avg[LOFO-is_state_switch],pred_avg[LOFO-prod],pred_avg[LOFO-headcount],pred_avg[LOFO-prod_chg_ratio],pred_avg[LOFO-prod_cum_day],pred_avg[LOFO-temp],pred_avg[LOFO-humid],pred_avg[LOFO-wind],pred_avg[LOFO-rain],pred_avg[LOFO-cdd],pred_avg[LOFO-hdd]
2021-07-07 00:00:00,2,76.0,89.0,0,67.27349032477667,69.56958061053172,67.87944092026241,67.66044140354386,67.2860966333916,67.7928458629937,67.2944173155243,68.1922415358759,70.79681523429998,67.86367539317268,71.31467676301453,67.53779543114561,67.77108825318253,67.51758125543701,67.22002915028202,67.44207645044244,67.27083492714273,67.22484879747702,70.87114182981281,67.4313952526642,67.33868497192412,67.44585816182516,67.32731243718676,70.40219451277986,67.65500583005436,67.6896316460926,67.37810834069975,67.5827860236434,67.27349032477667,67.7823152968939,67.28142005766762,70.2702020703911,67.44155359620596,67.34807524110197,67.273741382124,72.26768535880754,67.35704041219012,67.27349032477667,67.27349032477667,67.27349032477667,67.27349032477667,67.27349032477667,67.25276475648103,67.16357561490781,67.27349032477667,67.27349032477667,67.27349032477667,67.27349032477667,67.27349032477667,67.31406875800376,67.23871124328315,67.27349032477667,67.49602708605721,67.07330726306131,67.27279355690011,67.31383388803218,67.39347391147788,67.21166432065712,67.29097608282784,67.30319747293859,67.27349032477667,67.33487795989848
2021-07-07 01:00:00,2,102.0,112.0,0,105.25488770927251,110.44978869155814,101.6799865298959,103.79573279555831,104.10652758467137,105.81885866576988,106.2261565497007,108.73364221407385,107.25516460021947,105.0661431450781,108.86349440927188,105.28128748189602,106.87049278397872,103.72664409230646,106.86552425174081,105.46747379517653,105.92145696019037,104.22308598797856,107.9449389848172,108.51536118237807,103.80100422872025,104.40979619047378,105.70471638870711,106.43108235680316,106.71597753172068,106.31920133554972,106.31378411372431,106.32576819080961,104.55484159120238,105.0086715635977,106.76267819594027,104.88369295738352,105.06342466072654,104.12758420068876,106.33772737669082,104.60462107135059,105.91952444136992,105.25488770927251,105.25488770927251,104.84979863889657,104.42456122722604,106.88322218088844,104.9182221134228,103.66829672865445,104.48618028241833,105.11763011310506,104.36412761918889,105.25488770927251,105.25488770927251,104.32387927080508,105.65127892690147,102.43067805313898,105.16379154727456,105.52355547900665,103.4354437769563,107.20397171147458,105.4584013121851,104.94554584854487,105.01109982787806,105.38213746465573,105.25488770927251,104.78319034601518
2021-07-07 02:00:00,2,106.0,107.0,0,107.32983009905973,113.13465365233132,103.65038374420085,107.09727295539565,107.12616256004722,108.56726857311274,107.88432173953518,111.99596911662283,110.46388407740193,106.31734837427324,113.19432827615225,109.5531832110358,108.08718199241763,107.45937354645196,108.22265160130208,108.8960331936104,108.57426425272486,107.17283240287345,111.14577124064759,109.55106875086543,106.72236504466775,107.50165875290456,108.58376959317421,108.45336612595558,108.51598512436941,106.85966755371014,108.93352723840708,108.68606836624267,107.20847295157375,106.79639526723153,107.86362668093899,106.80000329245783,107.53858560449649,107.51775325807414,108.52487373806713,106.97197109572373,109.10194508046567,107.32983009905973,107.32983009905973,106.85552521820014,108.0500745417104,108.53925283937822,106.89040055376505,109.05472169022127,107.4806048891822,107.39518311282453,107.2078282027815,107.32983009905973,107.32983009905973,106.38896589169951,107.52588919374728,106.35908529249221,108.155978361106,107.75251516475264,106.88025209783974,110.00678461727531,109.76862944925368,109.28545676124506,106.20038063358822,108.58568249281038,107.32983009905973,107.01036824407743
2021-07-07 03:00:00,2,110.0,115.0,0,109.27700552007948,110.9690946822509,103.29092101581624,107.05458504539743,108.08026746687645,108.8084184908517,108.72850121571702,109.9647804932105,109.12407420759952,105.8742391381885,109.69841618117387,107.33297958861948,108.3052418239873,107.58516656480225,108.69198785409334,109.22932449881684,108.39122306355482,108.27034203127512,109.97386737996199,109.67129473802413,106.49236761230154,107.81326377598356,110.77440526704889,109.37698168911653,107.91968283812645,108.34203583243364,110.5515069804693,110.3738755675779,108.65564030934046,106.77961266295644,108.93745869546929,107.29379301077097,108.42383313768546,108.66969153882121,109.59739614909108,107.92816086934968,108.51067440826314,109.27700552007948,109.27700552007948,108.15411983697703,109.2702117630883,107.8277405523668,108.35256851325961,108.2752049502235,109.4497158708219,109.21612965304776,108.88107940183907,109.27700552007948,109.27700552007948,106.53864492546384,109.50515183522602,108.44047451681101,108.62844946365601,108.15445726725903,108.20149133656815,109.50040935612581,110.64026410384017,108.55750556695915,106.31250373387971,108.86828154920535,109.27700552007948,108.42960934527407
2021-07-07 04:00:00,2,106.0,108.0,0,105.25045951766128,110.9846212289519,102.94444616597907,105.95587261340548,106.65961177895049,105.68637152014017,107.32440585354254,108.13117974097364,109.1076479799422,105.61844506497484,110.23906125636262,107.61242927504853,108.0653339727748,105.2580158995679,107.51389796442861,108.26659277628819,107.90021110614153,106.03848018881014,108.9801437924491,108.06489885676274,104.79671253993331,107.12603645037389,108.13661327443226,109.44587296857911,107.28467048417487,107.79481051749572,108.50960742130327,107.83528977571447,107.01127003989544,106.6570154196394,108.87905807534503,104.84516924667255,108.55004628522462,106.67016910754522,106.3124392862251,105.86982356051948,109.17929470819327,105.25045951766128,105.25045951766128,105.95001803774883,105.72617205560721,106.354617232306,105.78774900064883,108.46263317859521,106.29242105051753,105.63292423029695,105.38836230313471,105.25045951766128,105.25045951766128,105.02361608210117,105.31500026070704,106.9125416671726,107.95867715097941,107.51907855911378,105.51646579803392,107.62819433371624,108.12226747222385,107.51286006477591,104.8731718988409,106.12231454522184,105.25045951766128,105.85002065508019
2021-07-07 05:00:00,2,94.0,101.0,0,95.74847733943233,93.88531645865689,96.29202029415382,98.27517704374301,95.31257289185656,97.30359878726178,97.4126260609311,92.61998728468276,96.29903804685611,93.45357151233482,92.68951797028498,97.63805016742218,100.52376868435877,97.54775384138807,95.91029993145811,95.54366837814749,94.75791925735557,95.35321352870467,94.43208764875752,98.46408934590963,91.86958717851743,97.80213918682797,95.67069380918257,97.62766466428556,98.44732707172145,97.08372333908731,99.76667928483857,92.37434388752726,98.04465613481698,94.44570611694418,96.99339593805702,95.96642719535532,95.92611387056976,95.03376912139161,98.4277461901285,94.74828320631985,95.0934798154192,95.74847733943233,95.74847733943233,96.42151629756927,97.48546214639319,97.33221305681816,95.91132434995035,96.26304000358468,95.70473913492468,95.27023737876601,96.48377532017936,95.74847733943233,95.74847733943233,95.28133924105414,96.1220144806044,93.89788072445872,93.4801725162453,95.64464522943274,92.94442937055327,96.62773329147512,93.88740922873488,96.0413586263272,96.68280152356161,93.5576916136437,95.74847733943233,96.92064900332211
2021-07-07 06:00:00,2,102.0,106.0,0,108.48417658134406,116.13364284873931,104.42978852427719,108.93196652422466,107.83692583299222,109.36317621013187,109.72550287133615,114.7582967947483,108.68696775301083,103.70352684491908,116.07342382625805,112.208642574332,108.17237883212218,108.08363741625239,108.91699692499147,110.82129051019302,109.51756101281083,106.65489129201364,114.43929179915222,113.0435167074559,105.84680206613669,108.48709007210556,107.12692564498333,108.98657714253325,108.16194699157644,110.56079612098888,109.43995587424332,108.84082166868475,109.68279083563385,104.88276682097764,109.97571096153546,108.11213163084116,109.11543758025657,110.253610247821,107.78643752086968,108.99101765360135,110.32739768216722,108.48417658134406,108.48417658134406,108.31787758196782,109.6524950115896,108.84690141412335,108.07310343200837,109.16327681089078,108.91702367821708,109.03013981295136,109.12753771969462,108.48417658134406,108.48417658134406,108.48948387573701,108.80397034343703,107.26868459116717,108.29036418811562,106.80105788736178,107.1615840055438,107.00936945788123,108.05528990377897,109.43755602796051,109.1999393257945,109.68514728842968,108.48417658134406,108.37946010296838
2021-07-07 07:00:00,2,130.0,145.0,0,135.57589880280034,136.1359119526271,129.3485035349278,135.94711362646257,132.6262089020968,136.49575353641245,132.89930221642064,137.92333026924726,135.79154959126433,131.08988512745873,136.48045515038012,132.1659208840187,128.02909121509938,134.6618954882146,132.33019302000727,130.93741074344436,134.20821614771117,132.7054625426532,131.8138542908015,131.33077887502816,130.47999126375274,134.10249682058082,132.51288182100834,136.534115897726,134.01794584037935,130.8133897529204,133.76458725689312,133.81121022164228,131.41937544027516,133.12050135143375,134.55205975926208,129.5467810293314,132.47286057943563,131.66014209181148,132.96675397892986,132.70804064330264,132.95268914407333,135.57589880280034,135.57589880280034,134.2103849603833,134.52764603232112,134.17901601869383,133.6801102470289,133.3913246771943,134.17221050153518,133.82203188450484,134.72665998635307,135.57589880280034,135.57589880280034,134.4750855569142,135.7488745452561,134.4665989625457,136.25274291056627,136.5842087313113,132.0369952881514,133.8222829345026,132.57467371351288,132.2635467406039,135.97282922309793,131.13027357578125,135.57589880280034,131.75551882376323
2021-07-07 08:00:00,2,181.0,203.0,1,172.58307494485905,177.91004350485537,168.52712018469225,171.68622130695945,172.3907924222712,173.05591813757266,170.65533827799283,173.97584581061068,175.10367284771226,174.26763091656323,183.46797551114074,172.75983908016818,172.90528514809372,169.72547448347183,172.81103596987785,170.7944252210084,171.27791834997296,170.95129935629035,173.63971114901992,173.20145691641625,171.36601231762262,173.514088697954,171.06534850044804,174.59076977571078,175.03882730459623,172.35419611576248,173.17621250263562,170.51901809247184,169.6330179674635,170.8887403277985,174.51512021418017,175.1704617118235,169.99690410640173,169.62212787413367,170.9110044921024,172.7386870086376,170.85147615396846,172.58307494485905,172.58307494485905,172.36103377104718,171.96643134263394,173.57899560330418,172.27650001038327,170.76652326149903,173.36416750873866,171.97842942390128,171.32197273537767,172.58307494485905,172.58307494485905,170.63690051299437,172.07804410115446,172.90302372566674,171.71536248937872,170.689622825759,170.34815270024635,170.52855249688287,173.80160850175042,172.46002461918957,173.10791795822425,168.96521325899587,172.58307494485905,173.36113373385248
2021-07-07 09:00:00,2,178.0,187.0,1,176.72061974922084,177.03007124383342,174.1449444775261,174.05856946168734,176.4702145770349,175.4504883213816,175.88418890324039,173.36605406319595,177.56185935507037,179.23621261831073,178.38021859047893,178.16932040127531,178.42325588205708,174.9300005010103,176.2609830498415,175.15996019409107,175.23299755625945,176.086860255001,174.17434155340715,177.76266245057857,176.97613939202088,174.63766238275946,179.14550278718605,177.57519391287175,177.7472264521688,174.4540913929255,177.2161921251493,175.85043362622514,174.00888906677514,174.6769278260988,177.73448843990542,176.8934449864098,175.1332921974195,175.2832811547093,176.72393886306153,176.26682967944438,176.1393682269571,176.72061974922084,176.72061974922084,175.45102567774657,175.10726681223667,177.00892570581456,175.54144639795197,175.7885397553556,177.55530858963914,174.0189866963218,175.93280366907788,176.72061974922084,176.72061974922084,175.59034835095704,176.66078475648683,177.83974625173676,175.01906198271973,175.17710751752242,173.53396790668774,176.94112272043157,176.27690002964252,176.89092642065086,176.85598858759658,174.3656118570293,176.72061974922084,177.86489177118526
