ts,y_avg,pred[A],pred[R],pred[G],pred[RG]
2021-07-13 00:00:00,69.0,65.37741058742601,23.12942304331129,23.12942304331129,23.12942304331129
2021-07-13 01:00:00,96.0,106.4281805974434,22.45263817070131,22.45263817070131,22.45263817070131
2021-07-13 02:00:00,112.0,107.05711789057517,22.35041284885962,22.35041284885962,22.35041284885962
2021-07-13 03:00:00,110.0,106.61967661393822,22.2177174437036,22.2177174437036,22.2177174437036
2021-07-13 04:00:00,106.0,103.5058743743615,22.388778855244304,22.388778855244304,22.388778855244304
2021-07-13 05:00:00,143.0,94.72950021085502,22.209170508705967,22.209170508705967,22.209170508705967
2021-07-13 06:00:00,123.0,113.86894818615426,21.85279470757355,21.85279470757355,21.85279470757355
2021-07-13 07:00:00,111.0,127.1202412480631,22.113080651649604,22.113080651649604,22.113080651649604
2021-07-13 08:00:00,102.0,176.2052348898438,22.158162976148745,22.158162976148745,22.158162976148745
2021-07-13 09:00:00,112.0,172.31604207389339,22.453210820644024,22.453210820644024,22.453210820644024
2021-07-13 10:00:00,124.0,175.81150484738973,22.404758015450938,22.404758015450938,22.404758015450938
2021-07-13 11:00:00,139.0,176.9378062906678,22.58130640345935,22.58130640345935,22.58130640345935
2021-07-13 12:00:00,123.0,111.78156422058214,22.626294016828897,22.626294016828897,22.626294016828897
2021-07-13 13:00:00,107.0,170.4123370121621,22.48558281911867,22.48558281911867,22.48558281911867
2021-07-13 14:00:00,150.0,174.81989977960873,22.43308904324438,22.43308904324438,22.43308904324438
2021-07-13 15:00:00,181.0,160.7611935286055,22.593610468009764,22.593610468009764,22.593610468009764
2021-07-13 16:00:00,174.0,165.66239638691027,22.368922421107953,22.368922421107953,22.368922421107953
2021-07-13 17:00:00,143.0,134.2314709132219,23.09113500394847,23.09113500394847,23.09113500394847
2021-07-13 18:00:00,152.0,159.78858328683563,22.905383640397286,22.905383640397286,22.905383640397286
2021-07-13 19:00:00,174.0,156.0489295392612,22.974800130105088,22.974800130105088,22.974800130105088
2021-07-13 20:00:00,175.0,133.04940606835484,23.000286961797453,23.000286961797453,23.000286961797453
2021-07-13 21:00:00,174.0,125.78692960929611,22.823499569627064,22.823499569627064,22.823499569627064
2021-07-13 22:00:00,178.0,115.17685188228893,22.808197397968275,22.808197397968275,22.808197397968275
2021-07-13 23:00:00,188.0,107.46829879884169,22.911134353053484,22.911134353053484,22.911134353053484
2021-07-15 00:00:00,67.0,70.05519832179897,22.820318743278314,22.820318743278314,22.820318743278314
2021-07-15 01:00:00,90.0,103.62242367269502,22.290495351197684,22.290495351197684,22.290495351197684
2021-07-15 02:00:00,111.0,107.97073918770118,22.30721001109956,22.30721001109956,22.30721001109956
2021-07-15 03:00:00,109.0,105.2667099719798,22.549923609556593,22.549923609556593,22.549923609556593
2021-07-15 04:00:00,110.0,104.9139965927973,22.766777824375946,22.766777824375946,22.766777824375946
2021-07-15 05:00:00,88.0,124.92727052312509,21.975596430780865,21.975596430780865,21.975596430780865
2021-07-15 06:00:00,103.0,124.41350054398261,22.350080849642936,22.350080849642936,22.350080849642936
2021-07-15 07:00:00,107.0,129.32341469505795,22.919924944333946,63.37084015351169,22.919924944333946
2021-07-15 08:00:00,134.0,172.32475377282725,22.532271171912154,22.532271171912154,22.532271171912154
2021-07-15 09:00:00,113.0,173.89404970766927,22.093188323932146,22.093188323932146,22.093188323932146
2021-07-15 10:00:00,108.0,169.8919268631885,22.416828608708805,22.416828608708805,22.416828608708805
2021-07-15 11:00:00,134.0,175.57164565718762,22.45562215336635,22.45562215336635,22.45562215336635
2021-07-15 12:00:00,118.0,126.18565134928718,22.228602160051814,22.228602160051814,22.228602160051814
2021-07-15 13:00:00,122.0,171.1815134833004,22.238686375920608,22.238686375920608,22.238686375920608
2021-07-15 14:00:00,155.0,170.76716046475767,22.245337422519995,22.245337422519995,22.245337422519995
2021-07-15 15:00:00,152.0,163.19296649532444,22.054857085535577,22.054857085535577,22.054857085535577
2021-07-15 16:00:00,184.0,158.78268783667602,22.142823630265966,22.142823630265966,22.142823630265966
2021-07-15 17:00:00,172.0,135.1182517019044,22.49138513221744,22.49138513221744,22.49138513221744
2021-07-15 18:00:00,192.0,155.16348811355203,22.119395065824925,22.119395065824925,22.119395065824925
2021-07-15 19:00:00,160.0,151.89532405883722,22.234619510904523,22.234619510904523,22.234619510904523
2021-07-15 20:00:00,155.0,141.2160515811479,22.04005897398328,22.04005897398328,22.04005897398328
2021-07-15 21:00:00,187.0,142.24445138417707,22.50158664870887,22.50158664870887,22.50158664870887
2021-07-15 22:00:00,198.0,147.15281773961374,22.496560106500592,22.496560106500592,22.496560106500592
2021-07-15 23:00:00,187.0,142.49067958651864,22.48559416056863,22.48559416056863,22.48559416056863
