datetime,예측,잔차
2021-09-01 00:00:00,72.32655267624045,1.6734473237595466
2021-09-01 01:00:00,105.13095100419274,3.869048995807262
2021-09-01 02:00:00,106.53245807107757,7.467541928922429
2021-09-01 03:00:00,103.75012307049705,-4.750123070497054
2021-09-01 04:00:00,108.91777278131698,6.082227218683016
2021-09-01 05:00:00,94.02938910064256,-2.029389100642561
2021-09-01 06:00:00,108.69242127626592,7.307578723734082
2021-09-01 07:00:00,129.1006004227992,-5.100600422799204
2021-09-01 08:00:00,173.34752701631115,6.6524729836888525
2021-09-01 09:00:00,170.36490801096895,11.635091989031054
2021-09-01 10:00:00,173.65229611871564,11.34770388128436
2021-09-01 11:00:00,172.0279338354152,1.9720661645847883
2021-09-01 12:00:00,113.42688492802648,3.5731150719735183
2021-09-01 13:00:00,176.46833242489075,5.531667575109253
2021-09-01 14:00:00,169.88786722334578,14.11213277665422
2021-09-01 15:00:00,162.42025090085895,10.579749099141054
2021-09-01 16:00:00,168.00773818619115,7.992261813808852
2021-09-01 17:00:00,139.93584496178897,-0.9358449617889733
2021-09-01 18:00:00,152.7695936301922,10.23040636980781
2021-09-01 19:00:00,140.90786214502904,11.092137854970957
2021-09-01 20:00:00,115.93649986290407,13.063500137095929
2021-09-01 21:00:00,123.21288660473317,7.787113395266829
2021-09-01 22:00:00,115.94200322169348,3.057996778306517
2021-09-01 23:00:00,107.53422502551314,6.4657749744868624
2021-09-02 00:00:00,75.58503382863124,3.4149661713687607
2021-09-02 01:00:00,107.20546856724387,4.794531432756131
2021-09-02 02:00:00,115.502130272326,-1.5021302723259993
2021-09-02 03:00:00,103.89995981538758,2.100040184612425
2021-09-02 04:00:00,112.2545043059617,1.745495694038297
2021-09-02 05:00:00,95.36574342101193,-2.3657434210119277
2021-09-02 06:00:00,112.61071990707278,2.3892800929272227
2021-09-02 07:00:00,128.9329973331044,12.067002666895604
2021-09-02 08:00:00,168.5385223963827,-2.538522396382689
2021-09-02 09:00:00,175.70821770563506,8.291782294364936
2021-09-02 10:00:00,168.64598960746437,10.354010392535628
2021-09-02 11:00:00,175.66776056309354,6.3322394369064625
2021-09-02 12:00:00,111.10206886266816,0.8979311373318382
2021-09-02 13:00:00,173.47536255948475,0.5246374405152494
2021-09-02 14:00:00,177.2691468938122,14.730853106187794
2021-09-02 15:00:00,168.9267815375965,1.0732184624035028
2021-09-02 16:00:00,165.74635019630836,8.253649803691644
2021-09-02 17:00:00,132.01855019729362,-0.01855019729362084
2021-09-02 18:00:00,159.7897183633951,-0.7897183633951101
2021-09-02 19:00:00,156.30729954564873,4.692700454351268
2021-09-02 20:00:00,117.40538688135965,14.594613118640353
2021-09-02 21:00:00,121.42752686212756,9.572473137872436
2021-09-02 22:00:00,114.24165355906985,-0.24165355906984587
2021-09-02 23:00:00,107.84445817739302,11.155541822606978
2021-09-03 00:00:00,74.97629019985395,-5.976290199853949
2021-09-03 01:00:00,109.37870837476522,-0.3787083747652247
2021-09-03 02:00:00,114.66048204701025,-2.660482047010248
2021-09-03 03:00:00,104.45395445129151,5.546045548708491
2021-09-03 04:00:00,117.44551232644231,-10.445512326442312
2021-09-03 05:00:00,93.25017528630339,-0.2501752863033886
2021-09-03 06:00:00,117.51407037150678,-10.514070371506776
2021-09-03 07:00:00,129.46504358729894,4.534956412701064
2021-09-03 08:00:00,173.33267750325982,-3.3326775032598164
2021-09-03 09:00:00,174.908277495504,-3.908277495503995
2021-09-03 10:00:00,169.1684059067804,-6.168405906780407
2021-09-03 11:00:00,172.1707598526863,14.829240147313698
2021-09-03 12:00:00,107.18714720875957,0.8128527912404309
2021-09-03 13:00:00,172.37665445359394,-3.376654453593943
2021-09-03 14:00:00,164.22248741092326,13.777512589076736
2021-09-03 15:00:00,160.06214519807986,-6.062145198079861
2021-09-03 16:00:00,165.01407263750542,-4.014072637505421
2021-09-03 17:00:00,140.14638369320036,6.853616306799637
2021-09-03 18:00:00,150.44697393567301,3.5530260643269855
2021-09-03 19:00:00,135.74591920495973,7.254080795040267
2021-09-03 20:00:00,119.37049253109055,-4.370492531090548
2021-09-03 21:00:00,117.35796374032157,-7.357963740321566
2021-09-03 22:00:00,114.07208924813361,-9.072089248133608
2021-09-03 23:00:00,112.09322057649086,-11.093220576490864
2021-09-04 00:00:00,66.43480117536413,-2.4348011753641288
2021-09-04 01:00:00,104.67987035109947,1.320129648900533
2021-09-04 02:00:00,110.80702143793184,-6.807021437931837
2021-09-04 03:00:00,106.92080726057905,-8.920807260579053
2021-09-04 04:00:00,108.31437148673135,0.6856285132686537
2021-09-04 05:00:00,87.86634869710535,0.13365130289464844
2021-09-04 06:00:00,104.72391011467823,6.276089885321767
2021-09-04 07:00:00,58.74415110302541,11.255848896974591
2021-09-04 08:00:00,22.45541017157926,10.54458982842074
2021-09-04 09:00:00,21.963229353853993,10.036770646146007
2021-09-04 10:00:00,22.454772237054154,11.545227762945846
2021-09-04 11:00:00,22.710991120354386,9.289008879645614
2021-09-04 12:00:00,22.663569757831997,10.336430242168003
2021-09-04 13:00:00,22.345568206019617,11.654431793980383
2021-09-04 14:00:00,22.68930629654239,11.31069370345761
2021-09-04 15:00:00,22.028345389112044,10.971654610887956
2021-09-04 16:00:00,22.38411333873965,13.615886661260351
2021-09-04 17:00:00,21.999856755926054,13.000143244073946
2021-09-04 18:00:00,22.43204930971448,3.567950690285521
2021-09-04 19:00:00,22.02561914445237,0.9743808555476292
2021-09-04 20:00:00,21.554105398343445,3.445894601656555
2021-09-04 21:00:00,21.794748103898186,1.2052518961018137
2021-09-04 22:00:00,22.12216753095666,0.8778324690433408
2021-09-04 23:00:00,22.170402836101168,0.829597163898832
2021-09-05 00:00:00,22.0217837288469,1.9782162711531015
2021-09-05 01:00:00,22.094964537364376,-0.09496453736437616
2021-09-05 02:00:00,21.816007475890316,0.1839925241096836
2021-09-05 03:00:00,21.733346071718884,0.2666539282811158
2021-09-05 04:00:00,21.999760933956594,2.000239066043406
2021-09-05 05:00:00,21.891929179201277,0.10807082079872288
2021-09-05 06:00:00,21.996414759905605,0.0035852400943952034
2021-09-05 07:00:00,21.480713464406435,0.5192865355935652
2021-09-05 08:00:00,21.68124278593927,3.3187572140607315
2021-09-05 09:00:00,21.897656609392932,0.10234339060706787
2021-09-05 10:00:00,22.12456558151134,-0.1245655815113409
2021-09-05 11:00:00,22.020473579166264,-0.020473579166264244
2021-09-05 12:00:00,22.002340526512377,1.997659473487623
2021-09-05 13:00:00,21.92876302802177,0.0712369719782302
2021-09-05 14:00:00,22.011833581746497,0.9881664182535026
2021-09-05 15:00:00,21.79924055586801,2.2007594441319895
2021-09-05 16:00:00,21.883335168168596,1.1166648318314039
2021-09-05 17:00:00,22.336598233671204,0.6634017663287963
2021-09-05 18:00:00,21.909896510913068,0.09010348908693189
2021-09-05 19:00:00,21.83111415610653,2.16888584389347
2021-09-05 20:00:00,22.358080296419594,0.6419197035804061
2021-09-05 21:00:00,22.840790364419995,0.15920963558000523
2021-09-05 22:00:00,22.273997334389357,1.7260026656106433
2021-09-05 23:00:00,22.84055941064755,0.15944058935244954
2021-09-06 00:00:00,22.218272132945735,-0.2182721329457351
2021-09-06 01:00:00,22.1168929587783,-0.11689295877830119
2021-09-06 02:00:00,22.04057268766995,1.9594273123300496
2021-09-06 03:00:00,22.155183334110255,-0.1551833341102551
2021-09-06 04:00:00,22.09822279045079,-0.09822279045079085
2021-09-06 05:00:00,22.708672271998978,0.291327728001022
2021-09-06 06:00:00,21.9914511938591,2.008548806140901
2021-09-06 07:00:00,56.723002372639684,-4.723002372639684
2021-09-06 08:00:00,175.20268040509114,-4.202680405091144
2021-09-06 09:00:00,172.52587285914632,-15.525872859146318
2021-09-06 10:00:00,178.5408708213651,-7.540870821365104
2021-09-06 11:00:00,175.77028127637925,0.2297187236207492
