datetime,일생산량,일평균전력,is_shutdown
2021-01-01,0,46.25,True
2021-01-02,0,46.333333333333336,True
2021-01-03,0,22.875,True
2021-01-04,13672,121.5,False
2021-01-05,0,21.916666666666668,True
2021-01-06,0,21.916666666666668,True
2021-01-07,16805,104.29166666666667,False
2021-01-08,21783,125.45833333333333,False
2021-01-09,667,85.91666666666667,False
2021-01-10,0,73.25,True
2021-01-11,11267,127.33333333333333,False
2021-01-12,0,21.916666666666668,True
2021-01-13,0,21.916666666666668,True
2021-01-14,17561,112.33333333333333,False
2021-01-15,14345,137.875,False
2021-01-16,699,79.58333333333333,False
2021-01-17,24,140.45833333333334,False
2021-01-18,15145,133.70833333333334,False
2021-01-19,0,21.916666666666668,True
2021-01-20,0,21.916666666666668,True
2021-01-21,17215,112.5,False
2021-01-22,15307,134.0,False
2021-01-23,3180,129.08333333333334,False
2021-01-24,0,135.83333333333334,True
2021-01-25,14441,134.95833333333334,False
2021-01-26,0,21.916666666666668,True
2021-01-27,0,21.916666666666668,True
2021-01-28,13830,112.20833333333333,False
2021-01-29,16340,138.04166666666666,False
2021-01-30,1532,131.79166666666666,False
2021-01-31,0,21.916666666666668,True
2021-02-01,20368,128.95833333333334,False
2021-02-02,20128,129.54166666666666,False
2021-02-03,14536,127.375,False
2021-02-04,14411,121.5,False
2021-02-05,19048,46.333333333333336,False
2021-02-06,2871,47.333333333333336,False
2021-02-07,0,22.875,True
2021-02-08,15707,125.45833333333333,False
2021-02-09,15164,127.0,False
2021-02-10,7576,126.16666666666667,False
2021-02-11,0,127.33333333333333,True
2021-02-12,0,47.333333333333336,True
2021-02-13,0,47.333333333333336,True
2021-02-14,0,22.875,True
2021-02-15,15827,137.875,False
2021-02-16,19266,135.5,False
2021-02-17,19628,140.45833333333334,False
2021-02-18,16183,133.70833333333334,False
2021-02-19,20786,46.375,False
2021-02-20,2428,47.333333333333336,False
2021-02-21,0,22.875,True
2021-02-22,20273,134.0,False
2021-02-23,20049,129.08333333333334,False
2021-02-24,14979,135.83333333333334,False
2021-02-25,19571,134.95833333333334,False
2021-02-26,16936,50.25,False
2021-02-27,2365,47.333333333333336,False
2021-02-28,0,22.875,True
2021-03-01,0,128.95833333333334,True
2021-03-02,18267,129.54166666666666,False
2021-03-03,17220,127.375,False
2021-03-04,14500,121.5,False
2021-03-05,0,21.916666666666668,True
2021-03-06,2362,46.333333333333336,False
2021-03-07,0,104.29166666666667,True
2021-03-08,14362,125.45833333333333,False
2021-03-09,17492,127.0,False
2021-03-10,13519,126.16666666666667,False
2021-03-11,17899,127.33333333333333,False
2021-03-12,0,21.916666666666668,True
2021-03-13,1610,46.333333333333336,False
2021-03-14,0,112.33333333333333,True
2021-03-15,16373,137.875,False
2021-03-16,19441,135.5,False
2021-03-17,15807,140.45833333333334,False
2021-03-18,15939,133.70833333333334,False
2021-03-19,0,21.916666666666668,True
2021-03-20,1297,46.333333333333336,False
2021-03-21,0,111.08333333333333,True
2021-03-22,20869,134.0,False
2021-03-23,21418,129.08333333333334,False
2021-03-24,16284,135.83333333333334,False
2021-03-25,18867,134.95833333333334,False
2021-03-26,0,21.916666666666668,True
2021-03-27,1967,46.333333333333336,False
2021-03-28,0,110.66666666666667,True
2021-03-29,15502,138.04166666666666,False
2021-03-30,24212,131.79166666666666,False
2021-03-31,0,21.916666666666668,True
2021-04-01,14821,101.08333333333333,False
2021-04-02,2134,130.70833333333334,False
2021-04-03,56,45.625,False
2021-04-04,0,21.625,True
2021-04-05,17709,101.08333333333333,False
2021-04-06,18060,130.70833333333334,False
2021-04-07,16556,103.58333333333333,False
2021-04-08,15068,119.83333333333333,False
2021-04-09,15895,102.91666666666667,False
2021-04-10,3055,45.833333333333336,False
2021-04-11,0,20.625,True
2021-04-12,16126,123.70833333333333,False
2021-04-13,20850,123.70833333333333,False
2021-04-14,17711,123.70833333333333,False
2021-04-15,16202,123.70833333333333,False
2021-04-16,19753,123.70833333333333,False
2021-04-17,2978,45.833333333333336,False
2021-04-18,0,20.625,True
2021-04-19,14814,99.25,False
2021-04-20,15647,99.25,False
2021-04-21,15654,122.5,False
2021-04-22,17361,122.5,False
2021-04-23,13853,122.5,False
2021-04-24,2904,43.125,False
2021-04-25,0,20.625,True
2021-04-26,14427,118.70833333333333,False
2021-04-27,26142,118.70833333333333,False
2021-04-28,18926,121.54166666666667,False
2021-04-29,20601,121.54166666666667,False
2021-04-30,15617,122.5,False
2021-05-01,2792,45.625,False
2021-05-02,0,21.625,True
2021-05-03,14606,101.08333333333333,False
2021-05-04,16356,130.70833333333334,False
2021-05-05,2190,45.791666666666664,False
2021-05-06,21648,103.58333333333333,False
2021-05-07,15641,119.83333333333333,False
2021-05-08,2848,45.833333333333336,False
2021-05-09,0,102.91666666666667,True
2021-05-10,16646,102.91666666666667,False
2021-05-11,22088,127.25,False
2021-05-12,20189,126.08333333333333,False
2021-05-13,17668,122.125,False
2021-05-14,17374,117.16666666666667,False
2021-05-15,742,42.458333333333336,False
2021-05-16,0,20.625,True
2021-05-17,13391,100.04166666666667,False
2021-05-18,23411,123.70833333333333,False
2021-05-19,2990,42.083333333333336,False
2021-05-20,15890,97.125,False
2021-05-21,24516,116.79166666666667,False
2021-05-22,2543,43.125,False
2021-05-23,0,21.25,True
2021-05-24,16585,99.25,False
2021-05-25,22021,122.5,False
2021-05-26,19944,119.58333333333333,False
2021-05-27,20617,118.70833333333333,False
2021-05-28,18873,121.54166666666667,False
2021-05-29,3071,43.916666666666664,False
2021-05-30,0,21.916666666666668,True
2021-05-31,17276,100.875,False
2021-06-01,17704,128.95833333333334,False
2021-06-02,23620,129.54166666666666,False
2021-06-03,22814,127.375,False
2021-06-04,16443,121.5,False
2021-06-05,1321,46.333333333333336,False
2021-06-06,0,22.875,True
2021-06-07,16624,104.29166666666667,False
2021-06-08,17157,125.45833333333333,False
2021-06-09,16670,127.0,False
2021-06-10,13267,126.16666666666667,False
2021-06-11,16121,127.33333333333333,False
2021-06-12,2422,47.333333333333336,False
2021-06-13,0,22.875,True
2021-06-14,13133,112.33333333333333,False
2021-06-15,21534,137.875,False
2021-06-16,16985,135.5,False
2021-06-17,16681,140.45833333333334,False
2021-06-18,16376,133.70833333333334,False
2021-06-19,1559,46.375,False
2021-06-20,0,22.958333333333332,True
2021-06-21,15640,112.5,False
2021-06-22,19284,134.0,False
2021-06-23,18895,129.08333333333334,False
2021-06-24,17643,135.83333333333334,False
2021-06-25,17958,134.95833333333334,False
2021-06-26,3813,50.25,False
2021-06-27,0,24.291666666666668,True
2021-06-28,17807,112.20833333333333,False
2021-06-29,21196,138.04166666666666,False
2021-06-30,18575,131.79166666666666,False
2021-07-01,18353,138.91666666666666,False
2021-07-02,19849,131.70833333333334,False
2021-07-03,1735,45.416666666666664,False
2021-07-04,0,23.333333333333332,True
2021-07-05,15715,105.75,False
2021-07-06,16581,133.08333333333334,False
2021-07-07,19407,134.875,False
2021-07-08,19519,136.33333333333334,False
2021-07-09,16527,131.5,False
2021-07-10,487,46.208333333333336,False
2021-07-11,0,23.541666666666668,True
2021-07-12,17043,111.95833333333333,False
2021-07-13,0,136.08333333333334,False
2021-07-14,17253,131.25,False
2021-07-15,0,135.66666666666666,False
2021-07-16,24412,132.20833333333334,False
2021-07-17,1867,44.0,False
2021-07-18,0,23.625,True
2021-07-19,13584,114.41666666666667,False
2021-07-20,23473,140.45833333333334,False
2021-07-21,19461,140.875,False
2021-07-22,15801,135.375,False
2021-07-23,23560,136.04166666666666,False
2021-07-24,2319,45.0,False
2021-07-25,0,24.541666666666668,True
2021-07-26,24022,111.66666666666667,False
2021-07-27,20776,145.16666666666666,False
2021-07-28,24285,145.66666666666666,False
2021-07-29,25698,142.83333333333334,False
2021-07-30,12688,145.66666666666666,False
2021-07-31,0,21.541666666666668,True
2021-08-01,0,21.583333333333332,True
2021-08-02,0,21.458333333333332,True
2021-08-03,0,21.625,True
2021-08-04,0,21.375,True
2021-08-05,0,21.541666666666668,True
2021-08-06,0,21.875,True
2021-08-07,0,21.666666666666668,True
2021-08-08,0,21.375,True
2021-08-09,20689,107.66666666666667,False
2021-08-10,17425,132.875,False
2021-08-11,19587,139.0,False
2021-08-12,22339,137.45833333333334,False
2021-08-13,17668,139.41666666666666,False
2021-08-14,1529,42.958333333333336,False
2021-08-15,0,22.166666666666668,True
2021-08-16,10238,91.54166666666667,False
2021-08-17,29279,124.58333333333333,False
