datetime,실측,q10,q50,q90
2021-09-01 00:00:00,74.0,63.20672435769544,69.79578100865102,80.43177979571037
2021-09-01 01:00:00,109.0,100.27239523819752,100.82333621583804,106.67622464393219
2021-09-01 02:00:00,114.0,104.08231448884516,102.98231394747981,113.52769260534227
2021-09-01 03:00:00,99.0,100.89375065441084,104.02116295985796,107.72111436967297
2021-09-01 04:00:00,115.0,104.75015614285378,108.02142681281892,110.553119094559
2021-09-01 05:00:00,92.0,91.4463795336396,93.55921723335396,93.69511681827686
2021-09-01 06:00:00,116.0,102.74781330318865,111.06274348995075,112.23454042135533
2021-09-01 07:00:00,124.0,136.76188555494454,132.65120257097658,140.23733881735842
2021-09-01 08:00:00,180.0,164.10620622715638,170.59647831704154,177.69634912796792
2021-09-01 09:00:00,182.0,161.98799715311355,171.6419398006897,174.79731439645087
2021-09-01 10:00:00,185.0,161.71311563606335,174.91678821710545,178.22483991919455
2021-09-01 11:00:00,174.0,165.99748722114748,173.9972072227409,180.36890994752892
2021-09-01 12:00:00,117.0,100.21992963612966,107.42396615206408,113.47163224582972
2021-09-01 13:00:00,182.0,164.3866864337544,178.79750613793212,181.94279696065345
2021-09-01 14:00:00,184.0,164.44722921078767,174.0891752480093,175.86881258961054
2021-09-01 15:00:00,173.0,158.52882408663967,162.15193282985035,169.4244479350907
2021-09-01 16:00:00,176.0,162.0780482374368,166.00636666568684,170.9000936541302
2021-09-01 17:00:00,139.0,134.40012851377173,140.19868990163107,152.48820816140358
2021-09-01 18:00:00,163.0,149.31104420042885,153.3834138518363,169.35221731026655
2021-09-01 19:00:00,152.0,137.52893183888796,143.88797176416514,147.5415580686808
2021-09-01 20:00:00,129.0,108.9793304622631,119.90729293837634,132.76942553116768
2021-09-01 21:00:00,131.0,114.44286488684175,125.50570340702176,126.99094516556262
2021-09-01 22:00:00,119.0,107.31766622987787,111.246065625268,116.95460588306851
2021-09-01 23:00:00,114.0,102.47081181059447,107.9455839026379,109.27623827329495
2021-09-02 00:00:00,79.0,71.10688215847802,73.37621705130732,80.44631487292614
2021-09-02 01:00:00,112.0,102.25617681933564,107.54931640230328,109.63763148828397
2021-09-02 02:00:00,114.0,107.7971201068457,114.03488957832143,115.7602478497617
2021-09-02 03:00:00,106.0,100.50578858134618,108.31230275451993,108.81204806063977
2021-09-02 04:00:00,114.0,107.20525860344185,109.2559091000183,114.20364720400637
2021-09-02 05:00:00,93.0,92.4786604788324,93.88865352923595,95.44546335949424
2021-09-02 06:00:00,115.0,107.77276024678578,111.1462224728172,116.23082735710811
2021-09-02 07:00:00,141.0,115.58321288172978,131.9507671444735,137.28606808041403
2021-09-02 08:00:00,166.0,169.25455280204383,170.95841331502962,176.79993919112755
2021-09-02 09:00:00,184.0,172.71032247258088,179.98482996928786,179.2862698008229
2021-09-02 10:00:00,179.0,169.7433756254639,173.4930628698065,175.41385951057313
2021-09-02 11:00:00,182.0,171.00864938434748,176.44744633143722,181.1395186800894
2021-09-02 12:00:00,112.0,103.3845833601229,106.42681396074161,116.1479101553862
2021-09-02 13:00:00,174.0,172.3429785143543,173.47555810196073,179.97136692139588
2021-09-02 14:00:00,192.0,173.6584751751173,175.78527543368924,175.68636912248527
2021-09-02 15:00:00,170.0,170.19863839159842,168.8574239443526,170.51833776196287
2021-09-02 16:00:00,174.0,166.37906142490345,167.97245782952885,168.54166006600724
2021-09-02 17:00:00,132.0,134.29862574464863,133.44386801611088,144.52565015288914
2021-09-02 18:00:00,159.0,153.89626692429573,159.1403377923023,162.03373981107558
2021-09-02 19:00:00,161.0,156.15742799122293,153.94920730185967,165.25778626033505
2021-09-02 20:00:00,132.0,111.32859352030479,117.44207649498989,125.73936014327298
2021-09-02 21:00:00,131.0,117.54371655231118,124.99190840195014,129.6205548924496
2021-09-02 22:00:00,114.0,108.33108807856618,111.77676159108724,116.902562244876
2021-09-02 23:00:00,119.0,106.52873440111675,110.63258687408157,110.78130605493321
2021-09-03 00:00:00,69.0,75.37285782342141,73.90485267045669,74.72105765148585
2021-09-03 01:00:00,109.0,105.59882284488788,112.75834159102402,110.97555646466773
2021-09-03 02:00:00,112.0,109.142519202463,109.21156073766925,118.01600236949687
2021-09-03 03:00:00,110.0,105.4756145034659,106.18583754798598,110.84992269404951
2021-09-03 04:00:00,107.0,105.15622451756484,111.22094757165546,114.69209822329371
2021-09-03 05:00:00,93.0,81.79090146788407,92.84463530528797,97.87850601466626
2021-09-03 06:00:00,107.0,103.541930422751,114.21587443432577,115.46620902323123
2021-09-03 07:00:00,134.0,116.25719036459567,124.79557552665459,133.28766893641236
2021-09-03 08:00:00,170.0,165.93910381674795,178.52318524283473,175.42216978349066
2021-09-03 09:00:00,171.0,169.0421945626115,178.50900565274617,177.22829293435655
2021-09-03 10:00:00,163.0,163.93429057014194,174.0284751852556,174.55979651409604
2021-09-03 11:00:00,187.0,163.79034092559343,172.0082431587202,176.2232705877288
2021-09-03 12:00:00,108.0,106.73724336759936,110.26399887192679,114.96946497717425
2021-09-03 13:00:00,169.0,166.90165409450597,173.00377499937338,176.20711846684313
2021-09-03 14:00:00,178.0,155.81727191884053,161.17196478037684,170.15999847089142
2021-09-03 15:00:00,154.0,160.9309252505213,160.81810693703073,164.9013323841396
2021-09-03 16:00:00,161.0,158.86412171163204,167.2517202941334,168.28691397097745
2021-09-03 17:00:00,147.0,135.03775835562428,141.81958734207137,152.483455766382
2021-09-03 18:00:00,154.0,143.27497162666535,149.35991830882023,155.25822271098076
2021-09-03 19:00:00,143.0,129.1057687417059,137.96962460717205,149.77916857130532
2021-09-03 20:00:00,115.0,107.92768690928816,114.41940475703109,109.97602506783036
2021-09-03 21:00:00,110.0,106.3729311500607,114.7834695408446,109.53467387667044
2021-09-03 22:00:00,105.0,107.10184479468694,74.91430195067372,113.58879687637581
2021-09-03 23:00:00,101.0,101.43931369887873,104.84938056008042,111.8047674630603
2021-09-04 00:00:00,64.0,73.45372012774989,69.02834215015716,76.919157926815
2021-09-04 01:00:00,106.0,99.0750442007306,99.7726219301075,105.75002058497392
2021-09-04 02:00:00,104.0,101.315992406216,107.89511740947671,110.28804863536561
2021-09-04 03:00:00,98.0,104.02177843379064,106.24202665842479,106.39514670181563
2021-09-04 04:00:00,109.0,103.03781269683583,105.68219528760174,108.15385164921756
2021-09-04 05:00:00,88.0,77.74238374446587,80.41266314656032,91.73346767715277
2021-09-04 06:00:00,111.0,97.87437155350185,99.85271323649347,108.29595749302658
2021-09-04 07:00:00,70.0,74.81422247862133,60.79837417899704,91.50526997226814
2021-09-04 08:00:00,33.0,25.06058416649958,33.2946446567768,61.44211997430199
2021-09-04 09:00:00,32.0,25.820737797876227,35.020069378730085,63.84482533688967
2021-09-04 10:00:00,34.0,26.284617071297593,56.13195706842505,55.806061450704085
2021-09-04 11:00:00,32.0,25.085567887860954,34.53311688491842,59.02500563983296
2021-09-04 12:00:00,33.0,25.33754050180158,54.836020751743206,66.382746695717
2021-09-04 13:00:00,34.0,26.223837618612524,54.93329362949094,61.43671321968901
2021-09-04 14:00:00,34.0,26.795458443445835,57.96226187313414,64.6015556653722
2021-09-04 15:00:00,33.0,25.27154772759839,57.35008990111796,60.83444849808897
2021-09-04 16:00:00,36.0,25.607109326777014,55.35517568173824,68.58648039042015
2021-09-04 17:00:00,35.0,24.307531272373936,32.09295372602257,50.86087938786115
2021-09-04 18:00:00,26.0,24.231596579550853,32.93273684465527,60.613475541926235
2021-09-04 19:00:00,23.0,22.999061712591693,27.416754412158404,55.07615936960928
2021-09-04 20:00:00,25.0,23.09778798473211,27.467972421398166,68.53022459044693
2021-09-04 21:00:00,23.0,22.95015889695573,27.467972421398166,66.45126365755563
2021-09-04 22:00:00,23.0,22.80917062319848,35.51407731911108,65.94878892634003
2021-09-04 23:00:00,23.0,22.52550217544014,34.76407731911108,64.51045152022682
2021-09-05 00:00:00,24.0,22.023824483165615,22.17164737244768,26.65457235689294
2021-09-05 01:00:00,22.0,21.50923527646427,21.9215191512303,24.38152172425583
2021-09-05 02:00:00,22.0,21.799422605527216,21.9215191512303,25.717295949443916
2021-09-05 03:00:00,22.0,21.79470799262097,21.9215191512303,27.248273530561505
2021-09-05 04:00:00,24.0,21.59851302784271,21.9215191512303,25.017692114396127
2021-09-05 05:00:00,22.0,21.602593335578565,21.9215191512303,27.180731487458655
2021-09-05 06:00:00,22.0,21.90670423593437,22.17164737244768,23.906041745163012
2021-09-05 07:00:00,22.0,21.866279534249102,22.17164737244768,25.619944934168405
2021-09-05 08:00:00,25.0,22.473351964225785,22.17164737244768,25.22646447038969
2021-09-05 09:00:00,22.0,22.586430929865262,22.17164737244768,25.04015969017962
2021-09-05 10:00:00,22.0,22.501737764978838,22.17164737244768,25.156517878484433
2021-09-05 11:00:00,22.0,22.864881550644398,22.17164737244768,24.023962617934803
2021-09-05 12:00:00,24.0,21.954217102277138,22.509434560592144,26.57964418625548
2021-09-05 13:00:00,22.0,21.34174239536661,22.00621770749123,24.156073913355492
2021-09-05 14:00:00,23.0,22.55080504681872,22.718785638604395,25.095147232154865
2021-09-05 15:00:00,24.0,21.889149996033733,22.03094247904003,23.71161324951898
2021-09-05 16:00:00,23.0,22.107052587594204,22.59977686809578,24.510510981186002
2021-09-05 17:00:00,23.0,22.447990952043053,24.431930888672053,23.804395599587732
2021-09-05 18:00:00,22.0,22.466139062804707,23.440132999219113,25.159330134284208
2021-09-05 19:00:00,24.0,22.081610216469198,22.03094247904003,22.24279462434424
2021-09-05 20:00:00,23.0,21.69946672536542,22.00621770749123,25.239302322433648
2021-09-05 21:00:00,23.0,22.014717403489477,22.00621770749123,24.942637569276577
2021-09-05 22:00:00,24.0,22.435907353872476,22.832818210829473,24.936006400347807
2021-09-05 23:00:00,23.0,22.060563079901076,22.00621770749123,24.76242394235437
2021-09-06 00:00:00,22.0,22.091213168825536,22.121688428518603,31.487452253016993
2021-09-06 01:00:00,22.0,20.481769083723865,22.20465041368604,33.07598286689501
2021-09-06 02:00:00,24.0,20.68579765145669,22.20465041368604,30.839364417617755
2021-09-06 03:00:00,22.0,20.46006100950944,22.104650413686038,33.435793903014954
2021-09-06 04:00:00,22.0,22.057108175048562,22.104650413686038,32.98474445869334
2021-09-06 05:00:00,23.0,20.446728875506853,21.891543901449225,33.045745703369555
2021-09-06 06:00:00,24.0,20.681761175664438,21.991543901449226,31.313298196883984
2021-09-06 07:00:00,52.0,27.7544473497897,51.477729530141374,51.92975199461914
